Vehicle_Type,Vehicle_Age,Mileage,Engine_Temp,RPM,Oil_Pressure,Fuel_Consumption,Battery_Voltage,Brake_Pressure,Tire_Pressure,Tire_Condition,Vibration_Level,Last_Service_Months,Accident_History,KM_Range_Before_Defect,Remaining_KM
Truck,3,91083,110,1431,23,6,11.92,44,28,Critical,Low,4,No,3000-10000,5991.005398
Truck,2,85101,113,2310,22,8.2,12.53,30,29,Good,Low,9,No,25000-50000,47838.07712
SUV,6,201681,105,3371,42,10,12.54,26,35,Moderate,Medium,7,No,50000-80000,75112.20505
Sedan,10,167239,90,3495,43,13.7,12.56,40,29,Moderate,High,5,No,25000-50000,41593.47742
Hatchback,7,41252,93,3136,43,16.1,11.76,29,31,Moderate,High,6,No,25000-50000,27383.6907
Sedan,11,94754,98,2263,35,16.5,12.29,34,33,Good,Medium,3,No,50000-80000,67081.02777
Hatchback,10,63803,98,2923,32,19.1,12.76,45,33,Good,Medium,4,No,50000-80000,53560.79482
Truck,3,11668,103,2274,23,6.5,12.57,42,31,Good,Low,11,Yes,10000-25000,11511.47995
Truck,8,204503,114,2970,25,4.9,12.09,41,33,Good,High,8,No,3000-10000,7483.328142
SUV,9,51671,104,994,27,14.2,12.04,34,32,Moderate,Low,1,No,80000+,92597.04772
Truck,11,99024,108,1560,37,10.1,12.02,38,36,Good,Low,9,No,25000-50000,31862.89442
SUV,12,159629,91,1514,38,9.6,11.9,38,35,Good,Medium,1,No,80000+,95764.37911
Sedan,3,62896,86,2523,40,12.7,12.24,28,28,Good,High,2,No,50000-80000,53816.30922
Truck,7,58814,113,1747,33,5.4,11.83,40,33,Critical,High,3,No,0-3000,1132.319506
Sedan,4,21681,95,726,43,11,12.62,40,34,Worn,Medium,4,No,50000-80000,52379.94167
Sedan,7,246174,91,1741,30,16,12.44,41,30,Good,High,3,No,25000-50000,33764.31372
Hatchback,5,76555,89,2423,34,18.7,11.85,30,36,Worn,Low,11,No,25000-50000,42277.05324
Truck,3,71421,114,2212,26,5.4,12.45,40,32,Moderate,High,1,No,3000-10000,7771.985307
Sedan,2,53765,88,1219,27,16,12.07,32,34,Good,Medium,1,Yes,50000-80000,50921.54909
SUV,4,236672,103,3390,38,12.2,12.71,37,32,Good,Low,8,Yes,80000+,94296.3054
Truck,8,223770,99,2833,28,8.2,12.17,39,33,Critical,Low,6,Yes,10000-25000,12715.29188
Truck,1,128294,94,1630,28,8.7,12.46,43,30,Good,High,2,No,25000-50000,49093.41115
Sedan,2,32850,89,879,28,14.6,11.84,41,32,Good,Low,6,No,80000+,87481.06033
Hatchback,10,129924,86,2767,37,20.2,11.96,29,32,Worn,Medium,10,No,50000-80000,64006.96071
Sedan,9,6265,99,856,40,15.1,12.26,43,30,Good,Low,3,No,80000+,91943.24386
SUV,9,6028,94,1596,34,10.1,11.91,35,34,Good,Low,12,No,50000-80000,76532.20277
Truck,8,116817,104,2698,29,6.9,12.32,35,29,Good,High,1,No,25000-50000,29370.65311
Truck,2,124418,116,2466,21,10,12.73,41,34,Moderate,Low,7,No,3000-10000,3901.927754
Hatchback,7,57580,88,1924,32,18.8,12.71,40,35,Good,Medium,4,No,50000-80000,62589.99208
SUV,8,241275,90,1549,34,11.3,11.92,41,36,Good,Medium,4,No,80000+,85010.59262
Hatchback,10,196564,97,2641,39,16.9,12.64,34,34,Good,Medium,2,No,80000+,102297.6669
Truck,11,217169,95,753,24,4.8,12.77,41,36,Good,Low,7,No,50000-80000,55953.77779
Truck,2,95107,112,2212,23,3.9,12.53,39,30,Good,Medium,12,No,3000-10000,3915.915899
Truck,4,107047,113,1192,24,5.7,12.69,29,35,Moderate,Low,9,Yes,10000-25000,22653.2184
SUV,12,29515,90,1180,33,10.3,12.47,26,29,Good,Medium,2,Yes,80000+,85011.11936
Sedan,9,47051,99,781,35,18,12.24,34,36,Moderate,High,2,No,25000-50000,32354.17232
Truck,11,5314,97,738,22,7.4,12.78,30,34,Worn,High,9,No,10000-25000,13538.59527
Sedan,5,227437,93,1033,36,16.5,12.48,41,36,Moderate,Low,8,No,80000+,97958.24848
Sedan,8,45582,86,1844,35,14.5,12.54,31,36,Good,Low,10,No,80000+,102755.5797
Truck,8,49551,100,2361,24,7.2,12.69,40,29,Moderate,Low,5,No,25000-50000,36213.81137
Hatchback,2,152445,84,3123,33,15.5,12.33,33,34,Good,Low,12,No,50000-80000,64926.81129
Hatchback,7,154814,100,1154,40,21.7,12.74,39,32,Good,Low,10,No,80000+,102726.7428
SUV,12,13411,105,2166,35,8.1,12.71,35,36,Moderate,Low,10,No,50000-80000,50670.92261
Hatchback,6,207066,88,815,45,19.7,12.5,35,34,Critical,Low,6,No,50000-80000,70400.96569
Truck,5,242773,97,1789,28,4,12.74,29,30,Good,Low,10,Yes,25000-50000,39499.48208
Hatchback,2,183622,91,2633,39,18.4,12.68,39,35,Good,Medium,6,Yes,50000-80000,79537.42535
Sedan,4,247331,85,2853,38,14.2,12.01,27,36,Moderate,Low,2,No,80000+,103579.3582
Truck,12,190710,101,1207,17,10.2,12.64,27,36,Worn,Medium,3,No,10000-25000,16179.01034
SUV,8,20162,104,1323,36,12.4,12.16,27,35,Critical,Medium,8,No,25000-50000,35818.62491
SUV,6,84513,108,2825,42,13.2,11.82,36,29,Moderate,High,12,No,3000-10000,5303.306408
Sedan,1,40789,88,1014,34,13,12.67,27,33,Worn,Low,7,No,50000-80000,54651.06037
Sedan,5,138070,92,2844,29,14.9,12.62,25,32,Good,Low,6,No,80000+,95595.23654
Sedan,8,205036,90,1689,41,12.6,11.88,43,33,Moderate,High,7,No,25000-50000,26804.31598
Truck,5,192913,98,1276,27,5.4,12.24,41,34,Moderate,High,4,No,10000-25000,15064.41512
Truck,6,113504,114,2614,25,3.9,12.62,33,29,Moderate,Low,3,Yes,10000-25000,24804.53574
Hatchback,7,73321,98,2853,41,21.8,11.86,30,33,Good,Low,2,No,80000+,95836.53222
Sedan,12,213990,102,2128,30,14.9,12.06,39,32,Good,High,7,No,25000-50000,28479.66107
Sedan,11,188721,102,2060,28,14.4,11.81,38,30,Good,Low,3,Yes,50000-80000,73809.87165
Sedan,7,196129,95,1926,32,15.6,12.41,29,31,Critical,High,2,No,10000-25000,18136.41106
SUV,4,72816,97,1660,34,11.4,12.68,35,34,Moderate,Low,10,Yes,50000-80000,79432.08995
Hatchback,3,143829,93,1034,36,22.9,12.23,25,36,Critical,Low,3,No,50000-80000,68564.44505
Truck,11,228688,108,1415,30,6.9,11.94,34,35,Moderate,Medium,11,No,3000-10000,5051.992843
Sedan,9,161156,88,1096,35,11.8,12.26,32,30,Worn,Low,12,No,25000-50000,37792.33729
SUV,9,156497,94,2294,26,9.9,12.24,30,31,Moderate,Low,10,No,80000+,103784.6821
SUV,9,209790,96,2133,25,11.4,11.73,25,28,Worn,Low,1,Yes,50000-80000,74797.68212
Truck,10,85582,100,3487,21,10.3,11.89,44,34,Good,Low,6,No,25000-50000,43145.33866
Truck,9,174999,101,2739,24,7.3,12.78,28,31,Critical,Low,2,No,25000-50000,25299.65038
Sedan,12,144530,92,3123,41,17.4,12.18,32,31,Good,Low,6,No,80000+,86841.18326
Hatchback,3,163572,95,3412,32,20.4,12.35,29,30,Moderate,Low,6,No,50000-80000,60674.80629
Sedan,11,14847,91,1871,32,14.3,12.16,30,31,Worn,Medium,4,Yes,25000-50000,32922.41117
Sedan,5,154527,99,838,28,15.4,12.75,27,35,Good,Low,8,Yes,50000-80000,62241.6444
SUV,2,192164,93,2364,33,14.3,11.94,31,33,Good,Medium,5,No,80000+,101654.5991
Sedan,11,161917,99,1089,38,16,12.59,33,30,Good,High,3,No,25000-50000,41288.79749
Sedan,4,39493,89,2955,45,12.3,11.73,31,36,Moderate,Low,10,Yes,50000-80000,52418.28137
Sedan,5,43121,90,2842,40,14.3,12.17,42,32,Moderate,High,12,No,10000-25000,16809.31313
Sedan,2,37225,95,1584,29,15.6,12.49,41,31,Good,Medium,7,No,50000-80000,51686.06714
Sedan,6,100378,82,2615,29,12.6,11.94,39,30,Critical,Low,8,No,25000-50000,36282.44979
Truck,6,198628,99,3288,27,10,11.93,29,29,Good,Low,1,Yes,50000-80000,64974.50524
Sedan,12,10686,94,2354,31,14.9,12.36,43,34,Good,Medium,8,No,50000-80000,70184.39232
SUV,12,83804,90,839,32,8.7,12.5,43,36,Moderate,Medium,10,Yes,50000-80000,72132.26043
Hatchback,2,182028,96,1029,41,14,12,31,33,Moderate,Low,8,No,50000-80000,58099.85774
Hatchback,12,199887,93,2779,44,15,12.63,29,32,Good,Low,2,No,80000+,103568.5761
Truck,7,171992,118,2911,21,8.8,12.53,37,35,Good,Medium,12,No,0-3000,1952.824988
Truck,9,234079,107,3366,22,3.4,12.54,33,29,Good,Low,7,No,25000-50000,48773.39424
SUV,12,121009,98,2687,33,14.7,11.83,32,28,Good,Low,2,Yes,80000+,103812.3136
Hatchback,11,168001,87,1778,32,14.8,12.34,37,32,Good,Medium,8,No,50000-80000,58167.46937
Truck,2,169395,95,1630,29,7.3,12.51,28,34,Good,Low,7,No,50000-80000,65974.31129
Hatchback,3,72466,93,1760,44,15.8,12.14,25,30,Good,Low,5,No,80000+,93227.36743
Hatchback,5,166679,93,1121,40,16.9,12.45,37,29,Good,Low,8,No,80000+,99342.56141
Hatchback,7,246270,90,2930,36,16.9,12.57,43,28,Good,Low,12,No,50000-80000,61910.07824
Sedan,1,141297,100,722,39,13.4,12.62,41,29,Good,Medium,1,Yes,50000-80000,55079.02757
Hatchback,7,120856,94,2344,40,17.3,11.73,32,33,Worn,High,4,No,25000-50000,46483.52218
Hatchback,4,80509,88,2748,34,15.1,11.99,34,34,Good,Medium,5,No,50000-80000,77331.83815
SUV,12,189185,96,2656,37,13.2,11.79,45,35,Good,Low,2,No,80000+,93802.47224
Truck,4,141362,110,950,32,9.1,12.42,37,34,Good,Medium,2,Yes,10000-25000,15928.15094
Truck,10,203611,104,2083,35,4.3,12.78,44,29,Worn,Medium,1,No,25000-50000,48186.29504
Hatchback,5,51759,94,2539,42,13.1,12.29,28,30,Moderate,Medium,1,No,80000+,90634.9811
SUV,4,151563,100,3423,39,14.4,12.14,44,29,Worn,Medium,5,Yes,50000-80000,66457.76886
Sedan,7,138701,93,2017,31,13,12.31,34,32,Worn,High,6,No,25000-50000,47329.62232
Truck,1,145448,98,807,30,9.2,12.47,31,29,Moderate,Low,7,No,25000-50000,38007.234
Truck,8,8046,113,3013,22,9.4,12.17,30,28,Good,High,3,No,3000-10000,9827.204634
SUV,7,32024,95,2861,34,12.8,12.11,26,36,Moderate,Medium,3,No,50000-80000,60195.583
Hatchback,12,20607,94,1764,45,14.7,11.83,32,31,Moderate,Medium,4,Yes,50000-80000,55419.42439
Truck,3,146709,98,1209,27,10.7,12.43,33,28,Moderate,High,4,No,10000-25000,22414.6676
SUV,4,216311,103,1106,37,7.5,12.63,25,30,Moderate,Low,4,No,80000+,101922.5437
Hatchback,9,78977,96,1009,35,17.7,11.99,29,32,Moderate,Low,5,Yes,25000-50000,34368.66156
Hatchback,4,5073,100,729,33,15.9,11.83,40,34,Good,Medium,9,No,50000-80000,51001.26293
Hatchback,1,98579,95,2569,39,20.2,11.73,30,35,Moderate,Low,10,No,50000-80000,69323.70761
Hatchback,2,54621,96,2426,32,21.2,11.71,29,32,Moderate,Medium,7,No,25000-50000,47692.12666
SUV,8,139841,94,2395,33,9.3,12.73,31,29,Critical,High,12,No,3000-10000,5202.268076
SUV,3,107922,97,1986,29,9.8,11.73,37,28,Good,High,7,No,25000-50000,27918.57547
SUV,11,170325,104,2081,32,12.8,12.61,45,31,Good,Low,3,No,80000+,85183.47424
Truck,10,64776,98,2392,17,6.8,11.79,27,35,Worn,Low,9,No,10000-25000,11838.1388
Hatchback,10,43681,87,3046,33,16.3,11.96,26,35,Critical,Medium,3,No,25000-50000,34169.38514
Sedan,6,247419,98,871,42,18.3,11.78,33,29,Good,Medium,12,No,25000-50000,25421.27893
Hatchback,7,217102,92,2268,42,13.3,12.24,29,29,Good,Medium,4,No,80000+,100045.4228
Sedan,5,192461,86,1011,25,17.6,11.97,26,32,Worn,High,5,Yes,10000-25000,18816.66841
SUV,9,185653,100,2173,31,12.1,11.73,35,33,Moderate,Low,2,No,80000+,85130.4955
Hatchback,11,233374,93,2934,37,20,12.42,41,36,Good,Low,8,No,80000+,87921.0174
Truck,5,54864,107,2350,24,10.9,12.64,31,33,Worn,Medium,9,Yes,3000-10000,3972.777873
Hatchback,2,129332,92,1159,36,17.8,12.42,45,29,Good,High,9,Yes,25000-50000,35819.12783
Sedan,4,200612,95,1574,40,12.5,11.85,37,33,Moderate,High,7,No,25000-50000,41408.69121
Sedan,2,165509,95,2091,28,14.8,12.34,26,28,Good,High,11,Yes,3000-10000,5450.180333
Sedan,12,168157,88,2474,39,15.3,12.74,37,35,Good,Medium,5,No,80000+,93608.78985
Sedan,12,198722,96,628,42,18.1,12.42,36,33,Moderate,Medium,2,Yes,50000-80000,52250.43103
Truck,8,44538,108,661,31,5,12.8,41,30,Good,Low,1,No,25000-50000,44252.82889
Hatchback,7,186470,92,3213,34,14.3,12.38,32,32,Worn,Low,11,No,25000-50000,39383.26901
Truck,6,170553,106,1188,24,7.8,11.73,37,33,Good,High,7,No,3000-10000,9427.103585
Hatchback,5,207067,92,2406,31,14.4,11.86,35,32,Good,Medium,11,No,25000-50000,43788.15794
SUV,3,76727,98,1150,39,7.9,12.77,32,29,Moderate,Medium,2,No,80000+,91735.64701
SUV,9,16630,93,1948,35,12,11.8,41,33,Good,Medium,6,No,80000+,101826.2401
SUV,11,112220,94,1864,38,9.8,12.67,32,30,Critical,Low,12,No,25000-50000,32429.11965
Truck,1,192618,101,1982,27,9.1,12.46,38,29,Good,High,1,No,25000-50000,46355.91525
Hatchback,11,205206,92,1595,32,18.4,11.93,44,33,Critical,High,12,No,3000-10000,6556.409492
SUV,4,44736,107,1533,30,13.7,12.72,38,28,Worn,Medium,6,No,25000-50000,44006.90214
SUV,4,143636,102,2023,39,12.2,12.29,45,34,Moderate,Low,7,No,80000+,89131.3384
SUV,12,234794,105,1005,35,9.6,11.77,42,36,Good,Medium,8,No,50000-80000,75217.55573
Hatchback,6,94644,84,1536,38,15.6,12.15,28,33,Good,Low,8,No,80000+,84764.03209
Truck,8,185325,103,1125,21,7.7,11.98,33,35,Good,Low,11,No,10000-25000,12186.4603
SUV,7,207373,98,1080,38,13.6,12.31,31,33,Good,High,10,No,50000-80000,70579.06658
SUV,8,187296,96,2665,36,8.7,11.81,39,35,Good,Low,2,Yes,80000+,85866.49126
Truck,8,37878,98,3138,23,7,12.66,30,36,Good,Low,4,No,50000-80000,55429.35035
Truck,2,234260,103,2233,20,6.4,12.06,26,34,Good,Low,7,No,25000-50000,26028.60043
SUV,5,91886,103,2448,33,8.2,11.8,28,32,Critical,High,3,Yes,3000-10000,7417.687721
Sedan,9,153869,95,1764,38,17,11.93,33,29,Worn,Low,11,No,25000-50000,43424.72514
SUV,5,107314,103,721,36,15.1,12.68,25,34,Good,Low,3,No,80000+,91721.99502
Truck,12,60989,100,3445,32,10.2,12.49,36,32,Moderate,Low,12,Yes,10000-25000,21415.81104
Truck,1,40566,96,1079,22,8.6,12.54,31,33,Moderate,Medium,5,No,25000-50000,35297.71145
Truck,11,211273,98,3456,23,5.1,12.43,42,29,Worn,Low,8,Yes,25000-50000,30465.63964
Sedan,2,53085,86,3202,38,13,11.71,25,35,Critical,Medium,5,Yes,25000-50000,31207.26626
SUV,3,54927,104,2614,34,12.4,12.68,36,31,Worn,Medium,3,No,50000-80000,73880.906
Sedan,1,178397,97,2186,43,14.3,12.49,38,33,Good,Low,9,No,80000+,94867.38861
SUV,8,180660,96,3440,36,12.8,12.65,26,35,Critical,Low,9,No,50000-80000,75088.68359
Hatchback,12,165058,86,835,46,21.3,11.86,36,33,Good,Low,5,Yes,80000+,91839.31162
Truck,9,74586,100,2828,28,4.5,12.52,38,31,Good,Low,3,No,50000-80000,51410.377
Hatchback,9,219926,96,2448,30,21.6,12.51,35,33,Good,Medium,9,No,50000-80000,62513.84371
Sedan,8,249996,93,1216,27,15.8,12.73,39,35,Good,Medium,9,No,50000-80000,75932.07144
Sedan,9,169746,83,873,37,14.3,12.41,39,35,Good,Low,10,No,80000+,93454.49227
Hatchback,3,225801,99,2393,44,16.8,12.39,32,31,Critical,High,8,No,10000-25000,17490.07219
SUV,1,207725,98,3426,36,14.3,11.85,44,29,Good,High,3,No,50000-80000,71502.12429
Truck,9,163783,106,2135,25,6,11.72,34,33,Good,Medium,6,No,10000-25000,16937.11107
Hatchback,5,212637,94,3066,37,19.9,11.95,39,35,Good,Low,10,Yes,80000+,94385.09564
SUV,4,243150,98,3454,33,9.3,12.5,45,31,Worn,Low,12,No,25000-50000,41397.60725
SUV,6,204355,91,2038,33,12.8,12.51,33,31,Good,Low,3,Yes,80000+,86085.7413
SUV,2,40012,91,1843,35,9.6,11.81,26,36,Moderate,Low,8,No,80000+,98731.01898
Sedan,4,113113,87,2770,37,18.3,12.52,36,31,Good,Medium,4,No,80000+,91847.85382
Truck,8,169924,99,2189,25,6.6,12.12,39,33,Moderate,Low,9,No,25000-50000,25344.90921
Truck,12,150287,104,1694,23,5,11.85,28,36,Worn,Medium,6,No,25000-50000,41119.4108
Truck,1,11773,102,2146,21,7.2,12.45,36,32,Good,Medium,1,No,25000-50000,36380.73634
Hatchback,6,9758,87,1643,30,19.5,12.36,27,36,Moderate,Low,5,Yes,50000-80000,73117.5112
Sedan,5,61595,97,3497,33,13.1,12.53,35,29,Good,High,10,Yes,10000-25000,23546.23764
Hatchback,11,188694,91,1173,36,15.3,12,28,29,Good,Low,11,Yes,50000-80000,78117.07405
Hatchback,5,148245,87,1357,32,15.4,12.35,28,30,Good,Low,10,No,80000+,97444.30096
Truck,11,17224,102,2176,21,5.3,12.38,39,36,Good,Low,11,No,10000-25000,16910.3717
Truck,2,170200,114,3138,31,9,11.85,33,33,Good,Medium,2,Yes,10000-25000,14780.80077
Truck,10,10079,111,2096,26,8.3,11.85,34,28,Critical,Low,4,Yes,3000-10000,8539.161189
Truck,8,120167,99,1658,26,6.7,11.76,35,33,Good,Low,12,Yes,10000-25000,18467.16936
Truck,6,223049,103,1806,32,8.8,12.11,35,36,Good,High,3,Yes,10000-25000,21736.43769
SUV,2,140038,95,3095,37,8.5,12.5,42,32,Good,Low,2,No,80000+,84175.99266
SUV,5,129686,104,1803,40,8.4,12.76,35,34,Good,Low,10,No,80000+,96542.33314
Truck,10,121642,96,2032,28,11.1,12.71,29,29,Worn,Medium,5,No,25000-50000,31534.40631
Truck,9,137616,99,818,20,6.7,12.63,33,36,Critical,Low,4,No,3000-10000,6067.274565
Sedan,10,201511,94,1269,39,13.5,11.7,41,31,Good,Low,8,No,80000+,93341.78491
SUV,12,217733,99,1046,36,13.3,12.33,33,32,Worn,Medium,6,No,50000-80000,77248.75542
Truck,4,29147,94,1607,29,6.8,12.78,44,34,Good,Low,1,No,80000+,84968.06993
Hatchback,8,235132,84,2595,30,18.5,12.3,43,35,Worn,Low,11,No,25000-50000,36256.85392
Sedan,9,127195,83,749,30,15.6,11.86,29,28,Good,Medium,10,No,50000-80000,54441.30182
Hatchback,1,241699,86,2405,43,17.4,12.71,27,33,Moderate,Medium,6,No,50000-80000,63317.32131
Sedan,9,9346,87,3309,31,13.7,12.27,34,30,Good,Low,11,Yes,25000-50000,30739.46792
Hatchback,3,217848,87,3050,35,19.6,12.58,42,35,Moderate,Low,4,No,50000-80000,77843.07974
SUV,11,127881,91,769,36,14.8,11.71,40,32,Moderate,Low,2,No,80000+,100901.2784
Truck,3,49684,109,1245,23,6.3,11.83,39,28,Good,High,8,No,3000-10000,7537.739916
SUV,2,237874,96,1250,40,11.1,11.71,29,29,Worn,Low,5,Yes,50000-80000,66506.23701
Truck,1,165921,109,3341,27,3,12.18,42,35,Good,Low,6,No,25000-50000,37542.6219
SUV,10,32015,90,1009,26,9.9,12.1,39,28,Good,High,2,No,50000-80000,60463.4821
SUV,5,227577,100,1936,27,8,11.74,28,29,Moderate,Low,11,No,25000-50000,26901.81686
Hatchback,9,23990,95,2814,31,14.2,11.97,26,33,Good,Low,6,No,50000-80000,52956.05552
Truck,4,81764,103,1327,18,5.5,11.76,30,36,Good,Low,5,No,25000-50000,38519.46925
Truck,11,133177,102,1720,17,4.9,12.54,36,36,Critical,Medium,11,No,0-3000,233.353768
Truck,4,46459,103,2077,30,7.5,12.24,43,32,Critical,Low,4,No,10000-25000,24099.33693
Hatchback,1,93475,91,946,38,18.6,12.34,31,32,Worn,Medium,8,No,50000-80000,66212.70212
Hatchback,3,145538,96,1761,38,17.3,12.65,42,32,Good,Low,5,No,80000+,88510.15602
SUV,3,99180,96,704,30,12.8,12.34,27,31,Moderate,Low,1,No,80000+,93000.10751
Hatchback,4,212459,83,1259,46,16.9,12.07,39,30,Worn,High,4,No,25000-50000,46239.62863
Truck,3,200053,113,2273,22,9.9,12.78,36,34,Good,Low,8,No,25000-50000,43836.51979
Truck,6,89342,98,2804,30,3.8,12.43,40,32,Good,Medium,1,No,50000-80000,69969.6352
Truck,3,97446,109,2794,16,10.4,11.89,26,30,Moderate,High,6,Yes,0-3000,2361.003155
Sedan,6,174776,97,2446,31,14.4,12.52,34,36,Good,Medium,8,No,50000-80000,71109.9042
SUV,4,187705,93,1621,26,11.6,12.18,34,34,Moderate,Low,6,No,80000+,91734.01622
Sedan,3,162837,88,2019,29,13.5,11.84,35,28,Moderate,Medium,7,Yes,25000-50000,45364.84851
SUV,8,41465,98,2345,27,11.1,12.54,44,36,Moderate,High,3,Yes,10000-25000,22376.34051
Hatchback,11,190398,98,1709,36,16.8,11.82,29,32,Moderate,Low,5,No,50000-80000,60141.28841
Hatchback,10,81139,93,2844,42,13.8,12.33,44,36,Good,Low,1,No,80000+,98661.55931
Sedan,12,5207,97,1569,41,14.7,12.1,28,29,Critical,Medium,5,No,25000-50000,25253.86071
Sedan,12,30673,88,1919,32,16.7,12.51,34,29,Good,Low,9,No,80000+,93645.43156
Hatchback,1,79642,91,2904,42,15,11.72,42,30,Good,Low,9,No,80000+,92493.07696
Hatchback,6,132839,86,1982,41,19.4,12.31,32,30,Good,Medium,3,No,80000+,101229.3779
Truck,12,241357,113,2170,31,8.6,12.03,34,34,Good,Low,6,No,25000-50000,25274.35989
SUV,11,210749,99,2697,37,10.7,12.32,35,36,Good,Medium,5,No,80000+,92426.17304
Truck,5,159611,109,2302,35,5.7,12.23,33,30,Good,Medium,2,No,25000-50000,41175.95962
SUV,9,45256,95,2631,35,14.8,12.06,32,32,Good,Medium,4,Yes,50000-80000,79836.08038
Hatchback,11,156591,92,860,29,14.9,12.25,27,28,Worn,Medium,8,No,50000-80000,58209.23241
Sedan,10,242282,93,943,37,13,12.14,40,33,Critical,Low,11,Yes,10000-25000,13517.60807
SUV,8,102390,97,2589,41,15.2,12.66,27,33,Moderate,Medium,10,No,50000-80000,55736.64525
SUV,8,109101,100,1755,33,14.4,12.23,35,33,Moderate,High,5,No,25000-50000,43941.15328
Sedan,3,17953,88,675,30,12,12.02,25,29,Moderate,Medium,4,No,50000-80000,79033.08352
Sedan,9,116926,101,2312,35,13.2,11.99,37,32,Good,Low,2,No,80000+,103977.0875
Sedan,9,135153,88,1987,33,14.2,11.87,42,36,Good,Low,1,Yes,80000+,84092.04483
Truck,3,119325,104,1751,25,6.6,12.26,30,33,Good,Low,4,No,50000-80000,70105.5214
SUV,11,242872,93,1168,28,8.4,12.22,38,29,Good,Low,4,Yes,80000+,97417.14872
Sedan,11,71166,100,1643,37,16.5,11.88,31,36,Good,Low,2,No,80000+,92708.12062
Hatchback,6,205557,89,1038,44,16.4,12.32,39,30,Good,Medium,3,No,80000+,90137.67648
SUV,2,118992,93,2714,39,11.4,11.97,30,35,Good,Medium,1,Yes,80000+,84255.52959
Truck,2,73514,113,3055,31,7.3,11.83,25,33,Good,Low,5,No,25000-50000,38444.07985
Sedan,8,249226,89,3428,37,15.8,12.08,36,35,Worn,Medium,9,No,50000-80000,53498.71941
Hatchback,7,84580,94,1471,45,18.1,12.58,37,33,Moderate,Medium,9,No,50000-80000,70213.057
SUV,5,11298,99,2107,35,10.9,12.72,42,34,Good,Low,2,No,80000+,97398.78265
Sedan,10,40467,84,1751,30,17.6,12.37,44,30,Moderate,Low,9,Yes,50000-80000,77083.49983
Sedan,7,160113,99,3486,34,16.2,11.86,28,28,Good,Low,12,Yes,25000-50000,47674.21476
Sedan,1,132479,91,2645,41,16.3,12.8,25,31,Worn,Low,1,Yes,80000+,84867.70565
Sedan,6,188043,87,3281,39,15.3,12.78,31,29,Good,Low,6,No,80000+,88169.12273
Sedan,1,124887,87,797,39,17.9,12.32,45,31,Moderate,High,9,No,25000-50000,48607.38116
Sedan,7,159142,83,1853,31,16.1,12.56,30,28,Worn,Low,8,No,50000-80000,58937.40508
Sedan,6,9026,93,2710,32,17,12.79,27,30,Good,Low,8,Yes,50000-80000,64040.88267
Sedan,8,156922,90,2478,34,16.1,12.03,44,34,Worn,High,5,No,25000-50000,30609.92319
SUV,3,228951,101,3081,43,10.3,12.28,27,36,Critical,Low,11,No,25000-50000,36266.33344
Sedan,12,95784,89,609,27,13.7,12.42,34,30,Moderate,Medium,9,No,50000-80000,77486.4581
Hatchback,4,170543,86,697,33,20.8,12.06,43,28,Good,High,12,No,10000-25000,21374.78366
SUV,8,230003,96,1144,28,7.1,12.14,41,30,Critical,Low,8,Yes,25000-50000,29915.60616
Truck,1,184459,97,2594,23,7.4,12.37,29,30,Moderate,Low,2,No,50000-80000,59021.19344
Hatchback,4,239104,84,1279,32,16.6,12.04,36,31,Critical,Low,2,No,50000-80000,75451.47734
Truck,12,190452,105,2398,29,5.7,12.13,25,30,Good,Low,1,No,50000-80000,65105.22395
Sedan,12,23646,98,1620,36,16.1,12.74,35,36,Worn,Low,4,Yes,50000-80000,67395.26227
Sedan,9,207800,84,1851,29,17.1,12.39,41,35,Critical,Medium,6,Yes,10000-25000,10532.75591
SUV,7,101849,106,2707,31,12.5,12,25,29,Moderate,Low,6,No,25000-50000,30428.58005
Sedan,12,164782,97,735,29,14.9,12.55,45,30,Critical,Low,12,No,10000-25000,11010.89055
Sedan,6,117270,85,621,27,15.9,11.83,29,36,Moderate,Low,9,No,50000-80000,75509.03111
Sedan,11,138428,102,982,32,11.3,12.18,28,33,Good,Low,2,Yes,50000-80000,75533.74536
SUV,3,191410,106,3184,29,7.9,12.61,41,32,Good,Low,7,Yes,25000-50000,43122.2693
Truck,9,187084,99,886,36,4.7,12.73,42,35,Good,Low,9,No,50000-80000,70924.30852
Sedan,8,149478,96,2567,31,17.7,12.35,27,30,Worn,Low,5,No,50000-80000,60777.19048
SUV,4,51774,91,684,38,12.4,11.72,27,34,Good,Medium,1,No,80000+,86809.20845
Truck,11,161684,93,2836,28,7.3,12.29,41,29,Worn,Low,2,No,50000-80000,75317.37434
Sedan,1,103927,100,2991,31,18,12.7,43,35,Critical,Medium,1,No,25000-50000,31586.24098
Sedan,8,57782,97,1095,30,16.3,11.7,37,31,Moderate,Low,9,No,50000-80000,52046.48539
SUV,1,124020,102,2046,28,12.2,12.62,32,36,Good,High,5,No,25000-50000,36757.42225
Sedan,6,249199,92,2560,41,16,12.55,34,30,Good,Low,7,No,80000+,91507.62363
Sedan,4,59566,102,2326,37,16.8,12.57,26,28,Good,Low,10,No,80000+,95203.91265
SUV,12,102244,96,932,34,11,11.73,30,30,Moderate,Low,5,No,50000-80000,55672.20894
Truck,4,221663,103,1839,30,5.6,12.46,41,29,Good,Low,1,No,50000-80000,74945.68389
SUV,5,145936,93,1996,35,8.1,12.34,29,34,Good,Low,9,No,80000+,100477.3759
